"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Knox County, Illinois",180.1,38992,51441,19.3,42.1,2.25,44,7.4,5.205017787
"Vermillion County, Indiana",209.6,44388,15692,13.9,42.9,2.39,49.3,6.5,1.879036994
"Nelson County, Kentucky",185.4,54540,45126,12.7,37.9,2.62,54.7,9.8,7.048374906
"Washington County, Iowa",160.4,56243,22247,10.2,41.5,2.43,58.3,4.2,9.453503746
"Iowa County, Iowa",163.4,58234,16401,7.5,508.8,2.34,61.5,1.8,5.613126079
"Clark County, Ohio",200.6,42029,135959,18.2,41,2.44,48.4,10,5.319358009
"Champaign County, Illinois",152.5,47966,208861,22.6,29.3,2.38,39.3,6.5,3.467190704
"Glynn County, Georgia",168.9,46737,83579,19.3,40.5,2.49,48.9,9.3,5.647184414
"Licking County, Ohio",188.8,57308,170570,13.5,39.7,2.57,54.3,7.2,5.540748334
"Middlesex County, Virginia",206.9,48921,10606,14.4,52.7,2.38,54.4,6.3,2.71468144
"Putnam County, Indiana",197.1,49467,37585,13.5,37.5,2.52,45.4,7.3,4.543828265
"Colquitt County, Georgia",184,33509,45844,26.5,35.5,2.86,47.2,8.3,6.092124814
"Chisago County, Minnesota",149,75122,54293,6.2,40.2,2.63,57.2,5.5,5.001246158
"Waldo County, Maine",180.1,46598,39155,15,45,2.26,53.7,7.5,4.975063861
"Carter County, Kentucky",232.1,34991,27158,23.9,40.1,2.54,51.9,11.1,4.045610747
"Alexandria city, Virginia",135.4,86419,153511,9.6,36,2.21,44.1,4.5,6.214827502
"Coal County, Oklahoma",195.8,36566,5651,20.9,42.3,2.51,52.6,9.1,4.588744589
"Scott County, Kentucky",179.6,61989,52420,10.9,35.8,2.65,55.6,6.9,5.258156478
"Franklin County, North Carolina",183.4,48166,63710,15.4,40.2,2.58,51.6,9.9,3.545493379
"Madison County, Missouri",225.4,35363,12408,20.4,42.3,2.63,56.3,10.2,5.739599384
"Leflore County, Mississippi",234.6,26439,30999,40.1,32.9,2.76,27.4,16.3,4.749478079
"Luce County, Michigan",175.3,37590,6415,20.6,44.3,2.27,45.9,11.6,5.95959596
"Glades County, Florida",135.3,38783,13670,21.1,45.3,3.04,44.3,12.9,1.600365798
"Avoyelles Parish, Louisiana",228,34022,41103,25.5,38.2,2.52,44.8,9.6,5.000553159
"Orange County, Virginia",177.3,59282,35385,10.7,42.6,2.66,54.7,7.9,2.100668394
"Issaquena County, Mississippi",257.8,37096,1337,39.5,44.3,2.33,33.6,11.6,5.23255814
"Medina County, Texas",155.6,53440,48417,14.3,38.5,2.98,54.3,6.6,9.143368819
"Johnson County, Tennessee",211.3,31330,17830,26.4,44.5,2.29,53.3,9,5.253623188
"Sandusky County, Ohio",193.8,46447,59679,14.5,41.3,2.49,51,7.6,5.511627907
"Union County, Illinois",206.9,40957,17408,17.9,43.6,2.53,52.1,7,5.211459754
"Franklin County, Arkansas",201.6,40404,17702,17.5,40.4,2.58,55.1,11,7.574180115
"Real County, Texas",166.8,37294,3307,18.7,54.1,2.65,55,12,11.23809524
"Atascosa County, Texas",169.1,52785,48435,16.9,35.5,3.04,52.1,6.5,5.556068297
"Clay County, Illinois",190,45709,13428,13.6,42.8,2.39,56.5,6.7,6.40518172
"Yellow Medicine County, Minnesota",151.9,51028,9875,11.2,43,2.33,58.8,3.4,7.744282744
"Martin County, Minnesota",162.5,52042,20022,12.2,45.4,2.26,54.9,3.5,7.700101317
"De Baca County, New Mexico",243.6,33789,1828,20.6,47.3,3.84,27.6,5.2,1.084812623
"Edwards County, Illinois",189.9,46894,6534,11.6,43.7,2.37,55.1,8.3,9.853733641
"Polk County, Tennessee",244,36643,16773,20.3,44,2.44,56.9,10.9,1.62069946
"Lincoln County, Minnesota",146.8,48449,5771,10.2,46.5,2.25,59.1,2.8,5.539070228
"Iron County, Missouri",216.3,33091,10125,22.1,43.1,2.46,50.8,11.4,3.896713615
"Montrose County, Colorado",151.4,46336,40946,15.5,44.2,2.4,58.6,10.2,3.819022136
"Donley County, Texas",202.7,37263,3499,19.4,42.9,2.53,46.3,3.9,0.284090909
"Taylor County, West Virginia",172.2,40305,16912,16.8,43,2.45,52.3,9.5,6.801152738
"Lincoln County, New Mexico",123.4,39995,19420,20.1,50.4,2.33,52.2,7.3,8.532518066
"Kitsap County, Washington",164.9,61898,260131,11.2,39.3,2.54,52.5,8,6.118831029
"Jefferson County, Mississippi",199.1,26408,7507,38.5,34.8,2.81,26.3,15.9,4.610130905
"Dallas County, Iowa",132.6,79173,80133,6.2,34.7,2.69,61.2,2.6,6.526994359
"Hampshire County, West Virginia",212.1,35980,23353,21.2,44.6,2.25,38.7,8.1,2.28320067
"Ashland County, Wisconsin",217.5,41294,15843,14.9,42.2,2.29,45.9,7.9,6.460336538
"Pope County, Arkansas",207.1,39909,63390,18.3,35.2,2.62,51.5,7.6,5.167133642
"Gilliam County, Oregon",174.2,51978,1859,11.7,48.2,2.24,59,9.2,3.333333333
"Albemarle County, Virginia",143.8,67083,105703,9.1,38.6,2.45,51,3.8,5.043113678
"Duplin County, North Carolina",164.5,34109,59159,27.7,38.8,2.68,48.2,11.3,6.430547019
"Nolan County, Texas",187.7,38742,15107,17.9,37.9,2.62,49.7,7.7,7.608695652
"Hunt County, Texas",198.5,43385,89844,20.5,38,2.77,50.4,11.4,4.433836917
"Elk County, Kansas",215.9,36471,2605,17.4,50.4,2.1,60.3,5.3,3.050108932
"Sullivan County, Pennsylvania",186.2,44191,6328,14.4,51.8,0.0222,52.1,8.7,4.06278855
"McHenry County, Illinois",181.4,76856,307343,6.9,39.3,2.79,58.2,8,4.286141792
"Boise County, Idaho",163.9,50874,7058,15.6,52,2.29,56.9,10.5,3.703703704
"Richmond city, Virginia",200.2,42074,220289,25,32.9,2.33,26.2,10,4.888983425
"Wilson County, North Carolina",199.1,39268,81714,23.9,39.9,2.5,44.8,10.1,4.940815895
"Muskogee County, Oklahoma",211.7,41015,69699,22.2,37.8,2.53,48.9,8.2,6.694613026
"Chemung County, New York",183.8,48880,87071,18.2,40.9,2.35,48.3,5.4,5.089635277
"Boone County, Indiana",187.2,68352,63344,7.2,38.8,2.61,61.4,3.7,6.821562655
"Livingston County, Missouri",203.2,47937,15028,16.6,42,2.39,52.9,5.1,7.023060797
"Allen County, Ohio",185,43602,104425,18,38.1,2.53,46.2,9.2,6.237398089
"Chatham County, Georgia",168.8,50154,286956,17.9,34.3,2.55,41.1,9.7,5.771170399
"Fisher County, Texas",163.3,44519,3827,15.4,41.9,2.29,54.4,7.2,5.80474934
"Adams County, Colorado",162.4,59316,491337,12.9,33,2.98,49.7,7.9,6.288469602
"Giles County, Virginia",189.4,45979,16708,13.5,43.9,2.32,50.7,4.8,8.255410099
"Tillamook County, Oregon",165.1,41662,25653,17.5,48,2.45,52.2,7.8,5.352172982
"Mower County, Minnesota",155.6,47537,39116,12.1,39,2.51,53.1,6.5,6.166646274
"Clatsop County, Oregon",180.2,45132,37831,15.4,43.9,2.32,51.3,7.6,5.997663248
"Franklin County, Texas",156.3,42099,10651,16.4,43.5,2.46,57.7,6.6,4.741980474
"Fayette County, Texas",158.1,49830,25110,10.9,47.6,2.55,55.7,1.8,5.062486761
"Miami County, Ohio",177.8,51868,104224,10.6,41.4,2.49,53.9,7.6,4.84544324
"Sheridan County, Wyoming",168.7,54716,30009,9.9,42.2,2.28,56.9,3.4,4.312372589
"Richland County, Illinois",179.3,43396,16029,14.6,42.4,2.43,52.5,5.4,4.929577465
"Pinal County, Arizona",133.5,49876,406584,17.6,37.6,2.87,49.9,10.6,5.719536436
"Allen Parish, Louisiana",201.6,36852,25683,22.5,38.5,2.66,41.6,8.9,5.988023952
"Grant County, Arkansas",190.5,46067,18102,13.3,39.6,2.61,57.9,9.4,5.539429124
"Shelby County, Texas",193.9,35772,25402,22,36.9,2.72,48,7.9,9.509579891
"Monroe County, Wisconsin",179.8,52978,45549,14.4,39.3,2.49,53.4,6.5,9.392150771
"Windsor County, Vermont",160.4,51513,55737,12.1,46.8,2.25,53.4,5.1,4.807193498
"Scotts Bluff County, Nebraska",160.2,47194,36261,15.6,38.8,2.42,51.8,5.5,6.311958841
"Menominee County, Michigan",185,42191,23548,14.5,47.5,2.19,52.9,8.5,5.558035714
"Randolph County, Missouri",191.8,41346,25104,18.3,38.4,2.72,47.1,8.9,2.837290098
"Owyhee County, Idaho",152.5,38478,11310,23.6,37.5,2.85,51,11.7,9.079391892
"Rice County, Minnesota",168.4,60317,65400,13,36.4,2.5,49.2,5.6,4.613270514
"Pickens County, Georgia",176.4,51047,30309,12.3,44.7,2.61,62.8,8.3,5.382482466
"Panola County, Mississippi",224.4,34526,34167,25.9,36.5,2.81,40,10.3,6.394230769
"Pawnee County, Nebraska",171.1,42977,2659,12.2,49.1,2.13,62.2,4.6,1.111111111
"Mellette County, South Dakota",240.1,34237,2050,33.2,32,3.04,42.1,12,8.374384236
"McCracken County, Kentucky",168.9,41216,65018,17.5,42.5,2.33,49,6.1,5.282054823
"Caddo Parish, Louisiana",199.4,39812,251460,24.1,36.6,2.55,39.3,7,5.272379222
"Kankakee County, Illinois",192.2,56326,110879,14.7,37.3,2.61,46.7,9.8,4.551301453
"Logan County, Oklahoma",160.2,55602,45996,13.8,38.5,2.83,55.1,6,4.945382324
"Benton County, Indiana",173.4,46196,8681,12.8,40.4,2.52,51.4,5.3,7.146666667
"Berkeley County, West Virginia",206.1,56737,111901,13.2,38.4,0.0263,51.8,9.7,4.872468117
"Washington County, Utah",124.8,50169,155602,12.9,34.6,2.99,59.4,7.7,6.593968853
"Monroe County, Georgia",139.2,53542,27103,14.8,41.9,2.68,51.1,10.5,4.581280788
"Boone County, Arkansas",198.2,39779,37222,16.9,41.4,2.45,57.7,8.4,9.035846724
"San Miguel County, Colorado",97.9,59603,7879,9.9,40.7,2.31,45.7,5.8,4.135338346
"Archer County, Texas",138.8,58867,8715,9.4,44.1,2.6,62,3,3.583061889
"Jefferson County, Texas",187.7,41147,254308,21.2,35.9,2.53,43.6,8.8,5.814864465
"LaSalle County, Illinois",191.3,51205,111333,13.6,41.6,2.48,50.3,9.8,4.843425569
"Franklin County, Mississippi",157,36544,7743,20.5,43.2,2.36,60.2,8.9,7.715311005
"Hancock County, Georgia",160.6,26309,8551,35.3,43.9,2.49,30.2,14.6,3.166561115
"Marion County, Oregon",168.9,48554,330700,17.7,35.8,2.75,49.1,10.7,6.037989127
"Larue County, Kentucky",192.6,40312,14241,18,40.6,2.6,49.4,9.3,5.039267016
"Blount County, Tennessee",172.5,47175,127253,14.7,511.2,2.51,55.8,7.8,4.324151185
"Lincoln County, Colorado",147.4,41248,5557,18.3,37.8,2.24,41,6.3,5.208333333
"Los Angeles County, California",148.4,55686,10170292,18.7,35.6,3.02,42.4,10,4.70528099
"Fayette County, Tennessee",174.7,56573,39165,14.7,43.7,2.58,56.4,8.5,5.28264626
"Garfield County, Washington",115,46404,2219,14.2,49.8,2.3,61.9,7.4,13.55498721
"Greene County, Virginia",156.5,61762,19162,9.6,481.2,2.64,59.8,7.4,3.450671607
"Schuylkill County, Pennsylvania",186.6,43169,144590,13.5,43.8,2.38,48.7,8.8,4.779878415
"Marion County, Illinois",219.1,44289,38339,18.6,41.7,2.4,51.4,9.6,6.338625621
"Pulaski County, Virginia",185.8,46186,34332,14.7,45.2,2.3,53.5,7.4,6.174957118
"Ritchie County, West Virginia",214.7,46383,9982,17.7,45.2,2.56,49.5,10.6,6.267539757
"Tulsa County, Oklahoma",183.9,50507,639242,14.8,35.3,2.5,48.5,6.5,5.964154695
"Brunswick County, North Carolina",169.2,47387,122765,15.7,50,2.34,57.4,11.4,6.292374849
"Radford city, Virginia",193.1,34267,17403,32.4,22.3,2.57,25.3,8.8,1.039129729
"Kiowa County, Kansas",141.4,46318,2564,12.8,41.7,2.21,60,4,3.783783784
"Teton County, Wyoming",136.9,75348,23125,7.7,38,2.63,47.7,2.6,1.745232098
"Norfolk city, Virginia",193.6,42567,246393,23.4,30,2.53,34.1,10.9,6.373340936
"Tipton County, Indiana",159.2,55008,15267,9.5,43.8,2.4,56.3,6.2,5.051131082
"Marinette County, Wisconsin",182.8,43701,40884,13.4,47.2,2.2,54.6,7.5,4.527363184
"Stevens County, Washington",174.2,43823,43791,19.3,46.2,2.44,57.2,9.4,3.631082062
"Newport County, Rhode Island",164,69203,82423,9.5,43.9,2.27,49.7,6.9,2.872784433
"Loudoun County, Virginia",136.5,122641,375629,3.9,35.3,3.08,61.2,4,6.198748382
"Henry County, Illinois",188.5,51025,49489,11.3,42.2,2.44,56.8,5.8,5.728614138
"Titus County, Texas",155.8,40680,32623,20.6,33.8,3.08,53,7.5,6.467919637
"Turner County, Georgia",197,32171,8214,31.7,38,2.63,41.8,12.5,0.476758045
"Menard County, Illinois",199.6,61388,12444,10.1,42.5,2.42,58.8,5.7,5.225019069
"Wilson County, Texas",152.8,62752,47520,11,40.4,2.9,56,5.8,5.291214215
"Washburn County, Wisconsin",209.5,42079,15552,13.4,49.2,2.16,59.3,6.6,5.452638937
"Middlesex County, New Jersey",156.7,77330,840900,8.3,37.7,2.85,51.6,7.5,5.074989438
"St. Johns County, Florida",149.9,66560,226640,8.2,42.7,2.62,55.4,6.7,3.253269113
"Morgan County, Georgia",172.3,50295,18046,15,43.2,2.76,53.8,6.9,3.7027833
"Tangipahoa Parish, Louisiana",207.1,39927,128755,22.5,412.8,2.68,44.4,10.7,3.432793045
"Phillips County, Colorado",136,47006,4349,11.5,43.7,2.52,61.4,5.3,10.87248322
"Lynn County, Texas",154.4,41589,5724,18.3,37.4,2.62,54.7,10.9,3.301127214
"Hidalgo County, Texas",123,34368,842304,33.5,28.8,3.62,51,9.9,6.82588583
"Kent County, Maryland",180,53288,19787,13.8,46.2,2.39,47,7.2,4.528650647
"Goliad County, Texas",139.8,49369,7531,15.3,45.8,2.54,57.6,9.3,5.702647658
"Monroe County, New York",169.5,51371,749600,14.2,38.5,2.41,44.1,7.7,4.726955479
"Fallon County, Montana",162,59102,3190,8,39,2.47,61.1,3.3,21.32616487
"Lemhi County, Idaho",142.6,37869,7735,18.2,51.2,2.03,57.8,6.1,5.332359386
"Smith County, Texas",157.5,45363,222936,18.1,36.1,2.7,50.2,7.2,5.87592919
"Sarpy County, Nebraska",169.9,74008,175692,5.3,33.7,2.71,59.5,4.4,7.30321114
"Dixon County, Nebraska",168.3,52601,5797,10.7,41.9,2.51,58.1,4.5,7.055749129
"Sutter County, California",155.1,51827,96463,15.2,35.4,2.95,53,13.2,6.71564894
"Adams County, Pennsylvania",165.3,60179,102295,10.8,42.8,2.55,55.7,5.7,4.47016211
"Whitfield County, Georgia",182.8,43731,104216,20.7,34.8,2.96,52.2,10.3,6.314687286
"Daniels County, Montana",197.5,47376,1760,10.8,50.3,1.99,57.2,2.6,7.560137457
"Knox County, Texas",165.2,36929,3860,21.3,40.9,2.55,52.3,7.1,4.12371134
"Wayne County, Tennessee",201.4,33573,16748,23.3,42.2,2.48,49.9,12.2,6.408629442
"Putnam County, Georgia",186.9,42125,21353,18.9,45.6,2.49,58.7,6.3,5.057135911
"St. Charles County, Missouri",162.9,74220,385590,6.8,37.4,2.65,57.1,5.1,5.121121033
"Sampson County, North Carolina",183.6,33876,63724,29,39.2,2.7,45.3,10.4,5.0513461
"Laurens County, Georgia",169.7,35807,47731,25.4,38.5,2.65,45,6.6,4.598218303
"Cannon County, Tennessee",210.1,41068,13840,16.4,41.9,2.53,51.9,12.9,6.944
"Lampasas County, Texas",215,50699,20588,14.4,40.8,2.66,59.4,8.6,4.398148148
"Tucker County, West Virginia",168.1,36466,6966,17.1,47.7,2.26,60.5,7.6,3.868613139
"Washington County, Oregon",145.5,66315,574326,12.5,36.1,2.66,53,7.6,5.186880244
"Gallia County, Ohio",201,36675,30142,26.1,41,2.56,52.2,7.5,4.807405196
"Surry County, Virginia",182.2,48707,6709,12.9,47.5,2.56,53.2,10.7,4.897660819
"Leelanau County, Michigan",132.5,60622,21981,8.9,52.4,2.31,61.4,7.1,5.887253541
"Reynolds County, Missouri",181.8,31820,6432,21.5,46.6,2.4,55.6,11.1,6.022187005
"Cass County, Michigan",181.6,48030,51657,14.8,44.1,2.56,54.2,9.7,5.517112399
"Essex County, New Jersey",161.8,54603,797434,16.7,36.9,2.77,39.1,13,5.084469955
"Newton County, Indiana",194.1,51285,14008,11.5,43,2.56,53,8.9,5.900305188
"St. Lawrence County, New York",183.7,43518,111007,18.9,37.8,2.42,44.3,10,5.011933174
"Appomattox County, Virginia",178.9,44397,15414,15.1,42.3,2.55,54.3,6.6,4.406073236
"Allen County, Kansas",196.4,39196,12717,18.2,41.2,2.39,50.4,7,8.708822416
"Lancaster County, Virginia",190.6,45827,10965,13.7,55.6,2.13,51.4,7.9,4.297328688
"Wharton County, Texas",173.1,44110,41486,16.8,37.3,2.77,49.5,6.6,5.69874932
"George County, Mississippi",210.5,44811,23373,17,36.4,3.02,51.3,9,3.008098727
"Monroe County, West Virginia",190.7,36351,13506,19.3,46.6,2.3,56.8,7.3,6.07651913
"Valley County, Nebraska",156.3,44726,4154,12.3,46,2.21,64.2,1.4,5.01285347
"Alpena County, Michigan",179.3,38121,28803,16.8,47.1,2.24,53.2,9.3,4.633003644
"Grant County, Indiana",202.3,40234,67979,20,40,2.39,46.3,8.8,3.227955426
"Panola County, Texas",187,48822,23766,15.5,38,2.63,52.5,5.7,5.157593123
"Barnstable County, Massachusetts",163,64150,214333,8.9,51.3,2.24,53.2,7,3.521180903
"Ocean County, New Jersey",174.2,62937,588721,11.9,42.8,2.59,53.6,8.8,6.13243835
"Washington County, North Carolina",167.9,32867,12385,26.8,45.1,2.4,45.2,15.5,3.122648608
"Newton County, Arkansas",203.6,35895,7913,20.1,47.7,0.0242,56.7,4.4,3.53569046
"Irion County, Texas",142.5,63054,1554,8.6,44.9,2.5,67,4.4,5.459770115
"Stevens County, Minnesota",146.2,55292,9796,14.2,32.7,2.55,51.3,3.1,6.221294363
"Camden County, Missouri",152.7,44410,44237,17.5,49.8,2.6,57,9.1,5.73630137
"Howard County, Maryland",131.9,106871,313414,6.1,38.8,2.78,58,4.9,5.158672656
"Swain County, North Carolina",215.3,34788,14434,19.3,40.7,2.58,49.5,7.7,5.56091289
"Pitkin County, Colorado",59.7,73274,17787,7,43.4,2.28,38,7.7,5.170657157
"Beaver County, Oklahoma",181,56664,5427,10.5,41.5,2.7,62.2,3,2.923473775
"Rooks County, Kansas",164.7,48383,5174,12,43.9,2.28,57.4,4.1,5.273833671
"McCreary County, Kentucky",265.8,24265,17878,47,38.8,2.56,47.4,19,1.549958483
"Hickman County, Kentucky",197.8,41588,4612,18.4,47.7,2.29,50.9,8.8,8.571428571
"Franklin County, Vermont",187.8,59184,48799,9.1,39.9,2.57,53.4,4.9,4.602473498
"Union Parish, Louisiana",220.2,38998,22477,22,41.7,2.6,50.1,7.7,4.316239316
"Webster County, West Virginia",259.5,29331,8755,26.1,46.3,2.28,54.1,14.8,4.203539823
"Baker County, Oregon",169.5,38966,16005,20.6,48.2,2.16,56.3,10.1,9.370529328
"Orange County, North Carolina",157.3,60304,141354,14.1,33.3,2.47,45.2,6.4,4.202796852
"Prentiss County, Mississippi",203.2,34794,25459,22.3,39.2,2.5,51.1,10.2,4.867486575
"Oneida County, Wisconsin",185.3,49040,35567,12.6,49.9,2.33,56.8,6.3,4.641415709
"Rio Grande County, Colorado",136.5,40593,11543,18.3,40.9,2.49,55.5,8.1,4.941176471
"Asotin County, Washington",188.3,44055,22105,16.3,44.2,2.34,52.7,9.6,3.801794105
"Berks County, Pennsylvania",162.4,55936,415271,14.3,39.7,2.61,49.6,9,5.334555643
"Coffee County, Georgia",189.2,33125,43108,28.1,35.2,2.73,41.7,8.3,5.763286469
"Muscatine County, Iowa",170.9,54441,43011,11.4,38.2,2.59,56.3,4.6,6.572520705
"Rusk County, Texas",174.4,46427,53070,16.6,38.5,2.75,47.6,4.9,6.74359899
"Colleton County, South Carolina",211.7,35558,37731,23,41.7,2.53,42.9,12.4,6.084407972
"East Feliciana Parish, Louisiana",212.2,41651,19696,20.4,41.8,2.43,42.5,6.5,4.203655352
"Talbot County, Georgia",210.3,33370,6337,23.8,47.5,2.43,42.7,10.6,4.686258936
"Jackson County, Kansas",178.7,53796,13338,10.3,40.8,2.51,61.4,4.4,5.896980462
"Mitchell County, Kansas",151.3,48645,6282,11.2,44.4,2.25,59.8,2.6,2.550091075
"Chesterfield County, South Carolina",206.2,34949,46017,26.4,41,2.52,47.8,10.3,4.348232654
"Bennett County, South Dakota",170,34326,3423,34.8,29.4,3.24,41,14.7,5.882352941
"Ouachita County, Arkansas",198.5,34971,24358,23,42.7,2.34,48.2,8.3,6.041591968
"Sequoyah County, Oklahoma",214.9,35592,41153,27.9,39.9,2.64,52.7,9.8,6.132732926
"Bayfield County, Wisconsin",171.7,44395,14977,13.6,50.8,2.16,58.5,7.2,5.547054323
"Santa Barbara County, California",142.3,62116,444769,17.4,33.6,2.92,44.9,8,4.603274095
"Dougherty County, Georgia",194.2,32150,91332,31.7,34.2,2.52,33.6,18,6.218730618
"Lake County, Montana",156.8,38221,29457,22.7,41.6,2.38,54.1,9.9,7.388908026
"Muskingum County, Ohio",211.5,41814,86290,19.1,40.3,0.0245,49.4,8.3,5.739536774
"Gloucester County, Virginia",200.4,58900,37143,9.7,43.6,2.57,57.9,4.7,4.308202154
"Morgan County, West Virginia",209.7,44446,17524,13,46.1,2.36,47.7,12.3,4.090035685
"Morgan County, Illinois",187.8,46406,34828,15.1,41,2.29,48.8,8.3,4.011231448
"Clay County, Kansas",169.2,53131,8347,10.9,42.2,2.45,62.3,1.9,6.744328633
"Orange County, Texas",200.1,48834,84260,16,38.1,2.57,53.3,8.4,5.470997437
"Anderson County, South Carolina",177.3,43124,194692,16.7,40.5,2.55,52,9.2,6.330413359
"New Kent County, Virginia",201.4,72406,20392,6.2,43.1,2.61,60.6,6.1,2.628490965
"Gallatin County, Illinois",213.6,41045,5265,17.5,45.1,2.23,55.2,7.5,5.876865672
"Weakley County, Tennessee",205.4,36205,33960,21.5,36.9,2.32,49,11.2,5.005740528
"Pulaski County, Illinois",192.1,33943,5678,23,43.5,2.5,46,16.2,6.129303107
"Suffolk city, Virginia",199.3,60735,88161,13.6,38.3,2.75,50.4,8,5.719705952
"Henry County, Georgia",175.9,60388,217739,13.7,36.3,3,50.6,10.3,3.860213737
"Elbert County, Georgia",176.8,35351,19364,21.4,41.3,2.49,48.1,10.8,7.219802888
"Polk County, Oregon",165.5,52626,79391,14.1,37.4,2.65,51.8,10.8,4.832893816
"Humboldt County, California",177.4,40581,135727,21,37.4,2.47,41.4,10.5,5.240578994
"Liberty County, Georgia",170.3,41682,62467,17.2,27.6,2.72,54.1,12.9,9.713596623
"Morton County, Kansas",165.4,55378,3007,11.1,41.6,2.53,54.2,5.8,3.29153605
"Stone County, Arkansas",171.7,30010,12456,24.4,48.5,2.4,55.4,7,4.961659901
"Meigs County, Tennessee",229.6,34801,11830,20.8,44.3,2.51,55.7,15,5.090180361
"Washtenaw County, Michigan",157,62861,358880,14.3,33.4,2.43,44.3,7.4,4.120270702
"Bremer County, Iowa",129.8,62438,24722,7.6,38.6,2.45,57.4,3.9,3.94922426
"Norton County, Kansas",109.9,44846,5550,13.5,44,2.24,49.6,1.7,9.776833156
"Ward County, Texas",189.6,53244,11721,14,34.8,2.86,50,4.4,7.0703125
"Wise County, Virginia",223.4,38528,39718,21.9,39.8,2.46,47.5,11,3.651138835
"Andrew County, Missouri",156,56309,17296,10.7,42.3,2.51,61.4,5,7.556742323
"Mille Lacs County, Minnesota",190,48434,25788,12,40.3,2.52,51.9,7.7,6.653151493
"Wayne County, Kentucky",202.2,30619,20464,26.2,42,2.57,48.7,12.6,6.951992754
"Matanuska-Susitna Borough, Alaska",184.3,73981,101095,10.7,34.6,3.03,52.3,9.8,4.854021136
"Carroll County, Virginia",172.5,38474,29724,17,46.1,2.37,56.5,6.7,5.65626049
"O'Brien County, Iowa",176.1,55968,13984,10.3,44,2.28,61.6,2.8,7.056603774
"Schleicher County, Texas",205.8,50361,3211,13.6,35.5,3,59,4.1,5.007153076
"Raleigh County, West Virginia",198.2,40270,77510,17.7,41.6,2.4,51.3,6.6,3.77850558
"Clay County, Georgia",153.9,27512,3141,37.3,40.3,2.57,38.4,19.2,14.87889273
"Wicomico County, Maryland",204.3,51927,102370,16.9,35.5,2.62,44.7,8.8,5.35618844
"Clarendon County, South Carolina",194.1,32268,33775,27,42.8,2.47,42.9,16.2,6.157946416
"Fremont County, Idaho",140.9,45578,12819,15.1,36.3,2.75,65.3,6,6.445533358
"Haskell County, Texas",172.4,35607,5737,25.1,43.4,2.2,52.7,6.9,4.519119351
"Carroll County, Arkansas",167.6,36964,27704,17.9,44.2,2.49,56.1,6.2,6.345497034
"Calhoun County, Arkansas",202.4,39493,5229,18,44.9,2.4,55.7,7.2,3.101503759
